Area Code,Area Code (M49),Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,1996,1996,1000 No,523.780000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,1997,1997,1000 No,528.680000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,1998,1998,1000 No,490.370000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,1999,1999,1000 No,509.850000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2000,2000,1000 No,544.580000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2001,2001,1000 No,585.980000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2002,2002,1000 No,625.540000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2003,2003,1000 No,603.430000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2004,2004,1000 No,572.730000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2005,2005,1000 No,584.420000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2006,2006,1000 No,637.070000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2007,2007,1000 No,623.980000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2008,2008,1000 No,639.890000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2009,2009,1000 No,694.840000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2010,2010,1000 No,739.740000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2011,2011,1000 No,731.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2012,2012,1000 No,776.590000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2013,2013,1000 No,771.430000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2014,2014,1000 No,628.410000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2015,2015,1000 No,666.930000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2016,2016,1000 No,625.440000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2017,2017,1000 No,803.720000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2018,2018,1000 No,823.550000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2019,2019,1000 No,804.610000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2020,2020,1000 No,745.680000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2021,2021,1000 No,761.550000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2022,2022,1000 No,754.590000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2023,2023,1000 No,825.160000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2024,2024,1000 No,840.650000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,2,Male,6199,Value,2025,2025,1000 No,850.450000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1991,1991,1000 No,46.260000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1992,1992,1000 No,49.910000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1993,1993,1000 No,51.560000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1994,1994,1000 No,52.550000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1995,1995,1000 No,59.690000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1996,1996,1000 No,67.210000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1997,1997,1000 No,64.760000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1998,1998,1000 No,72.350000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,1999,1999,1000 No,81.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2000,2000,1000 No,73.410000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2001,2001,1000 No,68.490000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2002,2002,1000 No,88.360000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2003,2003,1000 No,84.120000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2004,2004,1000 No,71.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2005,2005,1000 No,73.920000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2006,2006,1000 No,93.740000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2007,2007,1000 No,82.390000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2008,2008,1000 No,89.480000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2009,2009,1000 No,106.990000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2010,2010,1000 No,122.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2011,2011,1000 No,89.020000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2012,2012,1000 No,105.990000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2013,2013,1000 No,108.320000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2014,2014,1000 No,106.830000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2015,2015,1000 No,94.330000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2016,2016,1000 No,100.960000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2017,2017,1000 No,121.890000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2018,2018,1000 No,140.640000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2019,2019,1000 No,94.140000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2020,2020,1000 No,111.120000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2021,2021,1000 No,127.210000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2022,2022,1000 No,69.730000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2023,2023,1000 No,70.510000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2024,2024,1000 No,73.940000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates,3,Female,6199,Value,2025,2025,1000 No,75.020000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1991,1991,%,28.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1992,1992,%,28.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1993,1993,%,28.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1994,1994,%,27.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1995,1995,%,27.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1996,1996,%,28.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1997,1997,%,27.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1998,1998,%,25.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,1999,1999,%,25.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2000,2000,%,26.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2001,2001,%,27.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2002,2002,%,29.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2003,2003,%,28.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2004,2004,%,25.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2005,2005,%,25.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2006,2006,%,27.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2007,2007,%,26.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2008,2008,%,26.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2009,2009,%,27.200000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2010,2010,%,28.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2011,2011,%,26.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2012,2012,%,28.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2013,2013,%,26.200000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2014,2014,%,21.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2015,2015,%,21.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2016,2016,%,19.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2017,2017,%,23.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2018,2018,%,23.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2019,2019,%,22.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2020,2020,%,23.600000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2021,2021,%,22.800000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2022,2022,%,21.500000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2023,2023,%,23.000000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2024,2024,%,22.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,1,Total,6121,Value,2025,2025,%,22.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1991,1991,%,38.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1992,1992,%,39.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1993,1993,%,38.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1994,1994,%,37.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1995,1995,%,37.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1996,1996,%,38.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1997,1997,%,37.200000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1998,1998,%,33.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,1999,1999,%,33.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2000,2000,%,35.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2001,2001,%,37.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2002,2002,%,38.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2003,2003,%,36.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2004,2004,%,34.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2005,2005,%,33.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2006,2006,%,35.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2007,2007,%,34.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2008,2008,%,34.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2009,2009,%,35.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2010,2010,%,36.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2011,2011,%,35.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2012,2012,%,37.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2013,2013,%,34.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2014,2014,%,27.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2015,2015,%,28.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2016,2016,%,26.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2017,2017,%,31.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2018,2018,%,31.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2019,2019,%,30.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2020,2020,%,33.200000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2021,2021,%,31.800000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2022,2022,%,30.400000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2023,2023,%,32.000000,X,Adjusted
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2024,2024,%,31.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,2,Male,6121,Value,2025,2025,%,31.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1991,1991,%,8.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1992,1992,%,8.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1993,1993,%,8.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1994,1994,%,7.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1995,1995,%,8.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1996,1996,%,9.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1997,1997,%,8.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1998,1998,%,9.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,1999,1999,%,10.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2000,2000,%,9.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2001,2001,%,8.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2002,2002,%,10.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2003,2003,%,10.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2004,2004,%,8.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2005,2005,%,8.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2006,2006,%,11.200000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2007,2007,%,9.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2008,2008,%,9.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2009,2009,%,10.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2010,2010,%,11.700000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2011,2011,%,9.000000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2012,2012,%,10.600000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2013,2013,%,9.500000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2014,2014,%,8.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2015,2015,%,7.400000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2016,2016,%,7.800000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2017,2017,%,9.100000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2018,2018,%,9.300000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2019,2019,%,6.900000,X,
95,'340,Honduras,3043,ILO - ILO Modelled Estimates,21156,Share of employment in agriculture in total employment - ILO Modelled Estimates,3,Female,6121,Value,2020,2020,%,8.000000,X,Adjusted
