date,tmean_c,tmean_n,tmax_c,tmax_flag,tmin_c,tmin_flag,prcp_mm,prcp_flag
1995-04-18,20.22,5,22.61,,11.61,,0.0,G
1995-04-19,22.33,4,23.61,*,21.0,*,0.0,A
1995-04-20,22.33,5,24.39,*,13.0,,0.0,A
1995-04-21,21.44,6,23.72,,14.5,,0.0,H
1995-04-22,20.72,5,24.72,,14.5,,14.5,G
1995-04-23,22.72,4,24.72,,15.0,,0.0,G
1995-04-24,22.5,9,25.22,*,13.72,,0.0,A
1995-04-25,22.33,8,26.0,,12.11,,0.0,G
1995-04-26,22.28,9,24.78,,10.11,,0.0,G
1995-04-27,19.33,5,22.0,*,10.11,,0.0,G
1995-04-28,16.89,4,19.22,,14.72,,0.0,H
1995-04-29,19.5,4,21.0,*,16.0,*,0.0,I
1995-05-02,21.61,4,24.28,,14.0,,0.0,A
1995-05-08,22.67,6,24.0,*,13.5,,0.0,I
1995-05-09,22.39,6,23.72,,21.0,*,0.0,A
1995-05-12,23.39,7,25.0,*,22.0,*,0.0,A
1995-05-14,24.72,5,26.72,,22.0,*,0.0,I
1995-05-15,23.61,6,25.0,*,14.22,,0.0,I
1995-05-18,21.22,4,22.0,*,20.0,*,0.0,I
1995-05-19,22.44,6,24.0,*,14.5,,0.0,A
1995-05-21,20.72,4,24.39,,13.0,,0.0,A
1995-05-22,21.56,4,25.72,,13.0,,36.8,G
1995-05-23,20.72,5,24.89,,12.5,,2.8,G
1995-05-24,20.44,7,23.0,*,18.0,*,0.0,G
1995-05-25,20.06,4,22.0,,14.0,,,
1995-05-26,22.28,4,23.0,*,22.0,*,0.0,I
1995-05-27,22.83,5,24.11,*,20.0,*,0.0,I
1995-05-29,22.78,6,24.89,,21.11,*,0.0,G
1995-07-03,22.28,4,24.0,*,12.39,,0.0,I
1995-07-04,23.33,4,28.39,*,21.0,*,0.0,I
1995-08-04,20.17,4,23.78,,14.5,,54.4,G
1995-08-09,23.61,5,25.28,*,12.61,,0.0,H
1995-08-11,21.83,6,24.78,,13.78,,6.9,G
1995-08-16,19.94,5,23.72,,15.22,,22.4,G
1995-08-17,18.94,5,21.72,,14.72,,0.0,G
1995-08-21,22.17,5,23.0,*,13.72,,0.0,A
1995-08-23,22.0,4,22.89,,13.0,,0.0,I
1995-08-25,22.78,4,29.0,*,11.28,,0.0,H
1995-08-26,21.78,6,23.0,*,15.72,,0.0,I
1995-08-27,22.28,4,24.0,*,20.0,*,0.0,I
1995-08-28,20.5,4,23.22,,16.28,,0.0,H
1995-09-04,20.28,6,21.61,*,14.5,,0.0,H
1995-09-08,21.33,7,26.0,*,15.5,,0.0,H
1995-09-09,18.67,4,23.39,,15.5,,20.1,G
1995-09-10,20.11,4,23.0,,13.61,,4.3,G
1995-09-20,21.28,6,22.78,*,14.72,,0.0,A
1995-09-25,19.72,6,21.39,,15.22,,0.0,H
1995-09-26,20.0,4,21.22,,18.89,*,0.0,A
1995-09-28,18.67,6,21.0,,15.78,,6.1,G
1995-09-29,19.78,5,21.0,*,18.0,*,0.0,G
1995-09-30,18.06,5,22.61,,10.5,,3.6,G
1995-10-04,21.0,10,23.39,,16.61,,2.5,G
1995-10-05,19.61,5,23.72,,16.61,,0.0,G
1995-10-08,17.22,5,18.22,,14.22,,0.0,A
1995-10-09,17.72,4,18.89,*,17.0,*,0.0,I
1995-10-10,20.17,4,22.28,,10.78,,0.0,I
1995-10-11,19.28,5,20.39,,14.22,,0.0,I
1995-10-12,17.28,4,21.22,,7.78,,0.0,G
1995-10-13,21.78,8,23.11,,14.22,,0.0,A
1995-10-16,19.22,5,20.0,*,17.72,*,,
1995-10-17,20.0,4,21.11,*,18.0,*,0.0,I
1995-10-18,19.5,4,20.5,*,14.61,,,
1995-10-20,19.72,6,20.0,,14.5,,0.0,I
1995-10-21,19.56,4,21.28,,14.5,,0.0,G
1995-10-22,19.78,4,22.0,*,15.39,,0.0,G
1995-10-23,20.83,6,23.0,*,15.5,,3.0,G
1995-10-25,19.94,5,21.0,*,18.0,*,0.0,I
1995-10-26,20.0,5,21.78,,15.28,,0.3,G
1995-10-30,21.06,7,23.0,*,13.22,,0.0,A
1995-10-31,22.89,4,24.0,*,21.22,*,0.0,I
1995-11-01,23.78,4,25.0,*,23.0,*,0.0,I
1995-11-09,18.61,5,20.0,*,14.78,,0.0,I
1995-11-10,19.17,5,21.0,*,14.61,,0.0,H
1995-11-17,18.72,5,23.0,*,12.39,,0.0,I
1995-11-19,19.22,5,20.0,*,13.61,,0.0,I
1995-11-20,19.89,5,21.22,,13.28,,0.0,I
1995-11-25,14.06,4,15.0,,13.0,,0.0,H
1995-11-27,21.56,5,23.0,*,20.0,*,0.0,I
1995-12-04,19.0,5,20.22,,14.61,,0.0,I
1995-12-27,15.89,6,17.0,*,15.0,*,0.0,I
1995-12-28,17.11,6,20.61,,9.28,,0.0,G
1996-01-10,14.11,6,15.0,,7.89,,0.0,I
1996-01-15,19.67,4,21.0,*,17.0,*,0.0,I
1996-01-21,19.67,7,21.0,*,9.5,,0.0,I
1996-01-22,15.61,8,21.0,,9.5,,0.0,G
1996-01-23,18.67,5,20.0,*,13.5,,0.0,I
1996-01-24,20.33,7,23.39,,6.61,,0.0,I
1996-01-25,17.89,4,24.61,,16.78,*,0.0,G
1996-01-26,19.39,6,21.0,*,16.78,*,0.0,I
1996-01-27,19.28,5,22.22,,9.61,,0.0,G
1996-01-28,16.67,4,17.0,,10.39,,0.0,I
1996-01-30,19.89,8,22.0,*,18.0,*,0.0,I
1996-01-31,19.83,7,22.39,,16.39,*,0.0,G
1996-02-01,19.17,4,20.0,*,17.61,*,0.0,I
1996-02-05,9.11,5,10.22,,6.72,,0.0,A
1996-02-06,10.44,7,12.72,,6.0,,0.3,G
1996-02-08,16.33,4,19.22,*,8.0,,0.0,G
1996-02-12,14.28,4,22.72,,12.89,,0.0,G
1996-02-17,17.5,5,19.0,*,13.5,,0.0,A
1996-02-18,20.56,4,22.72,,11.39,,0.0,I
1996-03-04,19.28,5,20.0,,13.72,,0.0,I
1996-03-14,20.89,4,23.11,*,17.61,*,0.0,I
1996-03-16,20.0,4,22.0,*,19.0,*,0.0,I
1996-05-10,22.28,4,23.0,*,22.0,*,0.0,I
1996-06-14,22.67,4,24.89,,15.39,,3.8,G
1996-06-28,19.39,5,21.0,*,15.0,*,0.0,I
1996-07-30,20.5,4,22.0,*,18.89,*,0.0,G
1996-08-02,20.61,4,22.0,*,19.5,*,0.0,I
1996-08-03,21.28,4,23.61,,14.72,,0.5,G
1996-08-05,20.44,7,22.0,*,18.0,*,0.0,I
1996-08-06,18.56,7,21.78,,14.61,,0.8,G
1996-08-07,18.33,9,22.28,,14.61,,9.1,G
1996-08-08,18.67,6,20.39,,15.22,,0.0,G
1996-08-09,18.67,7,20.0,*,17.0,*,,
1996-08-10,17.61,9,21.28,,13.22,,,
1996-08-12,16.67,6,17.0,*,16.0,*,,
1996-08-13,19.56,7,23.0,,10.72,,0.0,G
1996-09-02,21.67,5,24.22,,12.5,,0.0,G
1996-09-03,21.33,5,23.0,*,20.0,*,1.3,G
1996-09-04,19.44,4,24.0,,11.22,,0.5,G
1996-09-05,17.56,4,23.72,,12.39,,9.1,G
1996-09-07,19.83,4,22.39,,13.5,,,
1996-10-02,21.94,5,23.0,*,20.0,*,0.0,A
1996-10-10,15.72,7,17.28,,13.78,,2.3,G
1996-10-11,16.61,6,17.28,,13.78,,0.0,I
1996-10-29,18.94,5,20.61,,12.0,,0.0,G
1996-10-30,20.06,5,21.22,,12.0,,0.0,G
1996-11-05,20.17,4,21.0,*,19.0,*,0.0,I
1996-11-06,20.56,6,21.0,*,20.0,*,0.0,I
1996-11-11,12.5,4,14.0,,10.5,,0.0,G
1996-11-28,15.28,4,17.0,*,14.0,*,0.0,I
1996-12-02,19.89,4,20.0,*,19.78,*,0.0,I
1997-01-04,20.72,4,21.89,*,19.0,*,0.0,I
1997-01-08,19.28,4,21.0,,9.22,,0.0,I
1997-01-30,17.0,5,20.5,,13.22,,0.0,I
1997-01-31,15.72,10,20.5,,13.22,,0.0,G
1997-02-05,19.5,4,20.11,,11.72,,0.0,I
1997-02-08,19.56,6,22.0,*,15.0,*,0.0,I
1997-02-24,19.44,5,20.0,*,18.0,*,0.0,I
1997-02-26,22.17,5,23.0,*,20.0,*,0.0,I
1997-02-27,22.83,6,26.5,*,20.5,*,0.0,I
1997-03-02,24.28,4,26.0,*,23.0,*,0.0,I
1997-03-04,23.17,4,24.0,*,22.72,*,0.0,I
1997-03-05,21.94,5,24.0,*,19.0,*,0.0,I
1997-03-11,20.94,5,24.78,,12.0,,0.0,G
1997-03-13,26.06,4,27.0,*,25.0,*,0.0,I
1997-03-31,23.22,4,24.89,*,22.0,*,0.0,A
1997-04-02,23.0,6,25.0,*,20.0,*,0.0,A
1997-04-03,21.22,7,28.72,,8.11,,0.0,G
1997-04-04,23.5,6,25.22,*,20.89,*,0.0,G
1997-04-08,22.67,4,25.0,*,19.61,*,0.0,A
1997-04-09,21.5,4,26.22,,12.5,,0.0,G
1997-04-10,22.17,7,24.0,*,19.0,*,0.0,G
1997-04-29,22.44,5,23.78,,16.5,,0.0,A
1997-05-01,21.22,8,26.0,*,17.0,*,0.0,A
1997-05-02,21.28,5,27.0,,15.0,,3.3,G
1997-05-05,21.83,6,23.22,*,20.0,*,0.0,G
1997-05-06,20.06,5,22.61,,12.28,,0.0,B
1997-05-16,24.0,4,26.0,*,21.0,*,0.0,I
1997-05-26,26.17,5,27.0,*,25.0,*,0.0,I
1997-05-27,23.89,8,27.22,*,18.0,*,0.0,A
1997-05-28,23.22,4,25.0,*,22.0,*,0.0,A
1997-05-29,22.22,7,27.22,,12.5,,0.0,G
1997-06-02,22.0,5,24.0,*,19.0,*,0.0,I
1997-06-03,22.22,7,26.0,,14.28,,0.0,G
1997-06-04,20.78,9,26.22,,13.39,,3.8,G
1997-06-05,19.72,4,21.0,*,18.0,*,0.0,G
1997-06-06,17.33,6,18.11,*,16.0,*,,
1997-06-07,16.78,5,19.0,,15.22,,22.1,G
1997-06-08,16.72,6,18.22,,14.0,,3.3,G
1997-07-02,19.17,4,22.0,*,17.0,*,0.0,I
1997-07-04,19.44,4,22.28,*,16.0,*,0.0,I
1997-07-25,23.17,4,26.0,*,22.0,*,0.0,I
1997-07-29,20.06,7,22.0,*,17.0,*,0.0,A
1997-07-30,18.94,10,23.28,,14.5,,1.3,G
1997-07-31,19.39,5,22.89,,14.39,,2.3,G
1997-08-01,20.11,7,23.61,,13.5,,0.0,G
1997-08-02,19.56,8,23.0,*,16.0,*,0.0,H
1997-08-03,18.78,11,23.22,,12.72,,1.5,G
1997-08-04,18.17,10,23.11,,11.72,,16.8,G
1997-08-05,20.17,7,22.39,,12.78,,0.0,G
1997-08-06,17.78,4,22.61,,13.39,,0.0,G
1997-08-11,20.06,5,22.0,*,16.0,*,0.0,I
1997-08-12,19.17,4,22.61,,12.0,,0.0,I
1997-08-14,20.67,5,23.0,,16.0,,0.0,B
1997-08-20,20.78,5,23.0,*,17.0,*,0.0,I
1997-08-22,19.28,4,22.0,*,16.0,*,0.0,A
1997-08-26,22.61,5,24.0,*,19.0,*,0.0,I
1997-08-27,20.39,7,23.0,*,17.0,*,0.0,I
1997-08-28,21.56,10,28.0,*,15.0,*,0.0,C
1997-08-29,18.78,6,24.5,,13.22,,0.0,G
1997-09-03,21.22,5,23.0,*,19.0,*,0.0,I
1997-09-04,22.0,5,24.89,,13.72,,39.9,G
1997-09-05,19.56,10,25.72,,13.72,,12.2,G
1997-09-06,20.28,6,22.0,*,14.0,*,0.0,G
1997-09-07,17.89,4,21.0,*,15.0,*,,
1997-09-08,20.06,7,23.0,*,14.0,*,0.0,A
1997-09-09,21.06,5,23.22,,13.22,,0.0,A
1997-09-11,21.67,5,23.0,*,20.22,*,0.0,I
1997-09-15,19.0,4,22.0,,12.5,,0.0,I
1997-09-16,21.78,5,24.0,*,18.0,*,0.0,A
1997-09-17,18.17,7,20.22,*,15.0,*,0.0,H
1997-09-18,19.67,10,24.0,*,16.0,*,34.3,G
1997-09-23,21.28,5,23.39,,13.0,,0.0,I
1997-09-24,18.61,6,22.0,*,14.0,*,,
1997-09-25,18.78,9,23.0,*,14.0,*,0.0,H
1997-09-26,17.67,5,22.72,,12.5,,24.4,G
1997-09-27,18.22,5,19.0,*,17.0,*,0.0,G
1997-09-28,18.56,7,21.0,*,17.0,*,0.0,A
1997-09-29,18.61,8,22.78,,15.5,,3.0,G
1997-10-02,19.17,4,20.0,*,18.0,*,,
1997-10-03,17.83,7,20.22,,14.78,,10.9,G
1997-10-04,18.28,7,21.0,*,17.0,*,0.0,G
1997-10-05,18.17,4,21.72,,14.89,,8.4,G
1997-10-06,17.56,4,19.39,,15.28,,0.0,G
1997-10-07,20.0,4,21.0,*,19.0,*,0.0,I
1997-10-09,20.39,9,25.0,*,16.0,*,0.0,B
1997-10-13,19.0,6,23.0,*,16.0,*,0.0,H
1997-10-14,19.72,4,22.0,*,18.0,*,0.0,I
1997-10-15,19.39,11,22.0,*,15.0,*,0.0,I
1997-10-16,18.17,7,19.22,*,16.0,*,0.0,I
1997-10-17,17.67,12,21.0,*,14.0,*,0.0,G
1997-10-18,15.28,10,21.61,,13.0,,6.3,G
1997-10-19,15.06,9,17.0,*,13.0,*,1.0,G
1997-10-20,15.89,6,18.39,,11.0,,0.0,G
1997-10-21,16.0,7,19.0,,10.0,,0.0,G
1997-10-24,19.39,4,23.0,*,14.0,*,0.0,G
1997-10-25,23.06,9,25.0,,11.0,,0.0,G
1997-10-26,20.5,12,25.78,,9.61,,0.0,G
1997-10-27,20.89,8,23.0,*,15.0,*,0.0,I
1997-10-28,21.06,10,23.0,*,17.0,*,0.0,I
1997-10-29,21.56,7,27.78,*,19.22,*,0.0,G
1997-10-30,20.56,8,23.22,,10.22,,0.0,G
1997-10-31,20.72,9,25.0,*,13.0,*,0.0,G
1997-11-01,19.61,11,26.0,*,7.0,*,0.0,G
1997-11-02,20.11,11,25.22,,4.61,,0.0,G
1997-11-04,16.78,6,22.61,,11.61,,0.0,G
1997-11-05,18.33,9,20.0,*,15.28,*,1.3,G
1997-11-06,19.39,8,21.0,,10.0,,0.0,G
1997-11-07,18.0,9,22.22,,10.0,,0.0,G
1997-11-08,17.17,5,20.61,,10.0,,0.0,G
1997-11-10,22.0,6,23.0,*,20.28,*,0.0,I
1997-11-11,20.33,5,23.0,*,16.0,*,0.0,I
1997-11-12,19.72,7,21.0,*,17.89,*,0.0,I
1997-11-13,18.28,4,22.22,,14.0,,0.3,G
1997-11-14,18.56,4,22.39,,10.5,,0.0,G
1997-11-15,19.94,10,24.0,,13.0,,0.0,B
1997-11-16,20.33,8,24.22,,11.5,,0.0,I
1997-11-17,18.28,10,23.0,,8.5,,10.9,G
1997-11-18,18.5,8,21.39,,8.5,,19.8,G
1997-11-19,17.67,8,19.0,*,15.0,*,0.0,G
1997-11-20,17.33,7,21.0,*,15.22,*,0.0,B
1997-11-21,18.67,12,22.0,,8.5,,0.0,G
1997-11-22,19.5,8,22.39,,9.39,,1.8,G
1997-11-23,17.89,7,20.0,*,16.0,*,4.1,G
1997-12-03,20.78,4,22.72,*,18.39,*,0.0,I
1997-12-04,20.22,8,23.39,,9.5,,0.0,A
1997-12-05,19.17,10,23.61,,13.0,,0.0,B
1997-12-06,17.5,7,22.39,,13.0,,0.0,G
1997-12-07,18.39,7,24.0,*,15.78,*,0.0,G
1997-12-08,19.78,8,26.0,*,9.0,*,0.0,G
1997-12-10,22.72,6,25.11,*,20.0,*,0.0,G
1997-12-11,19.22,8,26.0,,8.39,,0.0,G
1997-12-12,21.39,7,23.28,*,19.61,*,0.0,I
1997-12-14,13.17,5,14.0,*,12.0,*,0.0,I
1997-12-15,9.22,7,10.72,*,7.0,*,0.0,A
1997-12-16,17.61,5,20.0,*,13.78,*,0.0,I
1997-12-17,16.28,8,22.0,*,10.0,*,0.0,G
1997-12-18,17.83,5,19.11,*,13.0,*,0.0,I
1997-12-19,17.94,6,20.72,*,14.0,*,0.0,I
1997-12-20,20.11,6,24.0,*,7.0,*,0.0,A
1997-12-21,18.22,6,25.39,,5.5,,0.0,G
1997-12-22,22.06,7,24.22,*,19.0,*,0.0,I
1997-12-23,16.56,4,25.0,*,6.0,*,0.0,I
1997-12-24,18.94,5,24.72,,4.0,,0.0,G
1997-12-25,19.89,5,26.0,*,13.0,*,0.0,G
1997-12-26,21.11,4,24.0,*,17.22,*,0.0,I
1997-12-27,20.72,4,23.11,,7.72,,0.0,I
1997-12-28,18.78,4,21.0,*,17.0,*,0.0,I
1997-12-29,15.56,4,18.0,,12.0,,,
1997-12-30,11.17,6,12.78,*,9.0,*,0.0,I
1998-01-05,19.94,5,23.0,*,16.0,*,0.0,I
1998-01-06,20.78,6,23.78,*,14.0,*,0.0,G
1998-01-07,16.44,4,23.0,*,10.0,*,0.0,A
1998-01-08,23.5,6,25.22,*,20.78,*,0.0,I
1998-01-09,20.78,9,23.61,*,16.0,*,0.0,G
1998-01-11,21.06,6,23.0,*,17.39,*,0.0,I
1998-01-12,19.44,4,22.0,*,16.0,*,0.0,I
1998-01-17,18.0,5,22.0,*,13.0,*,0.0,I
1998-01-18,17.33,6,22.72,,11.5,,0.0,G
1998-01-19,20.17,5,21.78,*,17.0,*,0.0,I
1998-01-20,19.39,8,23.0,*,14.0,*,0.0,G
1998-01-21,20.56,9,28.61,*,9.0,*,0.0,G
1998-01-22,22.0,9,25.78,*,16.0,*,0.0,B
1998-01-23,23.11,4,25.0,*,18.5,*,0.0,I
1998-01-24,18.94,5,20.61,,15.0,,0.0,I
1998-01-25,19.17,5,22.28,,13.39,,0.0,G
1998-01-27,17.0,6,19.22,,14.5,,0.0,H
1998-01-28,15.33,7,17.0,*,13.0,*,0.0,B
1998-01-29,21.78,8,24.0,*,16.61,*,0.0,I
1998-01-30,19.78,6,23.0,*,13.0,*,0.0,G
1998-01-31,22.78,4,25.0,*,19.0,*,0.0,I
1998-02-01,22.78,5,24.22,*,18.22,*,0.0,I
1998-02-02,18.44,6,21.0,*,16.0,*,0.0,I
1998-02-03,17.33,5,18.72,*,15.78,*,0.0,I
1998-02-04,19.5,6,23.0,*,8.0,*,0.0,I
1998-02-05,20.33,7,22.22,*,16.0,*,0.0,I
1998-02-06,18.0,4,23.39,*,8.0,*,0.0,I
1998-02-07,20.44,4,24.11,*,14.39,*,0.0,I
1998-02-08,21.72,5,24.0,*,19.0,*,0.0,G
1998-02-09,15.06,5,23.5,,8.0,,0.0,A
1998-02-10,22.94,4,24.0,*,21.0,*,0.0,I
1998-02-12,19.67,9,25.0,*,10.0,*,0.0,I
1998-02-13,23.0,5,27.0,*,12.0,*,0.0,A
1998-02-14,23.11,8,27.0,*,14.0,*,0.0,A
1998-02-15,22.17,7,25.0,*,18.0,*,0.0,I
1998-02-16,22.11,9,26.0,*,16.0,*,0.0,I
1998-02-17,24.72,7,29.0,*,13.0,*,0.0,I
1998-02-18,25.83,7,29.0,*,19.0,*,0.0,A
1998-02-19,22.61,8,28.0,*,14.0,*,0.0,A
1998-02-20,23.67,7,26.0,*,19.0,*,0.0,A
1998-02-21,20.94,6,26.0,*,12.0,*,0.0,G
1998-02-22,22.17,6,26.0,*,13.0,*,0.0,I
1998-02-23,20.28,6,24.0,*,13.0,*,0.0,I
1998-02-24,19.94,6,22.0,*,15.0,*,0.0,I
1998-02-25,21.61,6,26.0,*,12.0,*,0.0,I
1998-02-26,19.83,6,22.5,*,16.0,*,0.0,G
1998-02-27,20.28,8,25.11,*,9.0,*,0.0,G
1998-02-28,21.28,8,26.0,*,8.0,*,0.0,I
1998-03-02,22.44,6,30.61,*,17.0,*,0.0,I
1998-03-03,20.33,8,24.61,,12.5,,2.8,G
1998-03-04,20.0,8,24.0,,14.0,,0.0,G
1998-03-05,20.44,7,26.0,*,15.0,*,14.7,G
1998-03-07,19.78,5,25.0,*,14.0,*,0.3,G
1998-03-08,21.17,5,24.5,*,16.0,*,0.0,G
1998-03-09,19.94,7,23.0,*,18.0,*,0.0,I
1998-03-10,15.56,6,22.61,,11.39,,0.0,G
1998-03-12,14.72,6,16.39,,10.61,,0.0,A
1998-03-13,15.17,6,18.39,,10.61,,0.0,G
1998-03-14,15.5,5,18.61,,12.61,,0.0,G
1998-03-15,19.11,8,23.0,*,14.0,*,0.0,I
1998-03-16,21.89,8,26.0,*,13.0,*,0.0,A
1998-03-17,20.72,5,27.22,,9.5,,0.0,G
1998-03-20,24.78,4,26.0,*,23.0,*,0.0,I
1998-03-22,17.78,4,25.5,,15.5,,13.5,G
1998-03-24,18.78,5,21.0,*,12.0,*,0.0,I
1998-03-25,18.67,7,21.61,*,14.0,*,0.0,G
1998-03-26,19.28,9,23.0,*,12.0,*,0.0,G
1998-03-27,20.28,5,25.72,*,13.0,*,0.0,G
1998-03-28,22.83,5,26.0,*,18.0,*,0.0,I
1998-03-29,21.33,6,26.72,,13.72,,0.0,G
1998-03-30,20.89,6,24.61,*,17.0,*,0.0,I
1998-03-31,22.28,5,24.89,,14.61,,0.0,G
1998-04-01,22.17,5,25.0,*,18.22,*,0.0,G
1998-04-02,21.67,6,25.0,*,16.0,*,0.0,B
1998-04-03,20.89,8,26.22,*,14.0,*,0.0,G
1998-04-04,23.06,5,27.61,,13.22,,0.0,G
1998-04-06,23.78,5,27.0,*,18.0,*,0.0,I
1998-04-07,21.28,9,25.0,*,15.0,*,0.0,B
1998-04-09,22.83,4,28.78,*,13.0,*,0.0,A
1998-04-10,17.5,4,18.0,*,16.0,*,,
1998-04-12,17.5,6,23.0,*,13.0,*,0.0,I
1998-04-13,22.94,8,26.28,,9.0,,0.0,I
1998-04-14,23.89,8,28.0,*,10.0,*,0.0,A
1998-04-15,22.39,8,28.0,*,11.0,*,0.0,A
1998-04-16,23.83,9,28.0,*,12.0,*,0.0,G
1998-04-17,21.78,10,29.72,,9.5,,0.0,G
1998-04-18,21.61,4,26.5,,9.5,,0.0,G
1998-04-19,20.06,5,27.28,,9.72,,0.0,G
1998-04-20,23.56,4,26.0,*,18.0,*,0.0,I
1998-04-21,23.0,5,25.11,*,21.89,*,0.0,G
1998-04-22,21.83,6,26.28,,12.78,,0.0,G
1998-04-23,17.67,4,24.89,,13.0,,0.0,G
1998-04-24,16.94,5,22.0,*,13.0,*,0.0,G
1998-04-26,25.22,4,27.0,*,24.0,*,0.0,I
1998-04-27,23.83,9,28.0,*,14.0,*,0.0,G
1998-04-28,22.11,5,29.28,,11.39,,0.0,G
1998-04-29,19.89,7,27.11,,14.0,,3.8,G
1998-05-02,20.83,5,24.22,,15.5,,0.0,A
1998-05-03,23.61,6,27.39,*,19.89,*,0.0,G
1998-05-04,22.22,8,28.11,,11.78,,0.0,G
1998-05-05,21.67,4,26.0,*,15.0,*,0.0,I
1998-05-06,22.11,4,27.5,*,13.0,*,0.0,A
1998-05-09,23.39,6,25.61,*,17.0,*,0.0,A
1998-05-11,23.61,6,27.61,,10.78,,0.0,A
1998-05-13,24.83,9,29.39,*,16.0,*,0.0,A
1998-05-14,27.17,5,28.0,*,26.0,*,0.0,G
1998-05-16,20.56,5,22.11,*,18.0,*,0.0,I
1998-05-18,19.0,9,21.0,*,15.0,*,0.0,A
1998-05-19,22.39,8,29.0,*,15.0,*,0.0,G
1998-05-20,19.72,7,25.72,,9.61,,0.0,G
1998-05-21,20.94,10,25.0,*,16.0,*,0.0,B
1998-05-22,20.28,9,25.61,,14.22,,0.0,G
1998-05-23,21.72,11,25.22,,14.28,,19.8,G
1998-05-24,19.72,9,26.22,,15.0,,2.0,G
1998-05-25,20.0,7,25.22,,13.72,,23.4,G
1998-05-26,20.17,10,24.0,,12.89,,26.4,G
1998-05-27,19.94,8,23.5,,11.0,,22.1,G
1998-05-28,19.89,8,24.11,,11.0,,0.0,G
1998-05-29,20.5,9,24.22,,13.5,,23.9,G
1998-06-01,20.06,7,25.0,*,15.0,*,0.0,B
1998-06-02,20.11,8,25.0,,14.78,,0.3,G
1998-06-03,19.94,4,25.61,,16.39,,0.0,G
1998-06-04,20.22,6,24.39,,15.78,,1.8,G
1998-06-05,22.06,11,29.0,,15.22,,0.0,G
1998-06-06,22.44,11,26.0,*,15.78,*,0.0,G
1998-06-07,20.78,6,26.39,,12.78,,0.0,B
1998-06-08,20.0,8,24.0,,12.78,,10.4,G
1998-06-09,19.67,9,24.11,,12.5,,2.8,G
1998-06-10,20.06,8,24.0,*,13.39,*,3.8,G
1998-06-11,20.39,10,24.22,,13.39,,0.0,G
1998-06-12,21.89,9,25.0,*,16.72,*,0.0,G
1998-06-13,22.72,9,34.0,*,18.0,*,0.0,G
1998-06-14,21.0,5,26.0,*,14.78,*,0.0,G
1998-06-15,20.72,8,25.0,*,15.61,*,0.0,B
1998-06-16,19.83,9,25.28,,14.11,,5.1,G
1998-06-17,20.06,12,25.22,,7.0,,2.3,G
1998-06-18,19.72,8,22.0,*,13.5,*,27.2,G
1998-06-19,20.28,9,23.0,,13.28,,19.8,G
1998-06-20,20.67,6,27.0,*,15.89,*,0.0,G
1998-06-21,20.39,4,22.0,*,18.0,*,0.0,I
1998-06-22,19.44,9,22.72,,14.89,,0.0,A
1998-06-23,20.11,8,22.61,,14.89,,2.3,G
1998-06-24,19.89,8,23.0,*,17.0,*,0.0,G
1998-06-25,19.56,5,23.72,,14.78,,0.8,G
1998-06-26,22.11,8,24.28,*,16.0,*,0.0,G
1998-06-27,21.28,8,25.0,*,12.72,*,0.0,I
1998-06-28,20.06,8,25.28,,11.22,,0.0,G
1998-06-29,19.61,8,23.22,,15.5,,0.0,B
1998-06-30,19.17,10,24.0,,13.5,,2.5,G
1998-07-01,20.44,10,24.0,*,16.11,*,5.6,G
1998-07-02,19.89,8,24.5,,14.39,,10.7,G
1998-07-03,21.44,9,32.0,*,15.0,*,1.8,G
1998-07-04,20.5,7,23.0,,11.22,,0.0,G
1998-07-05,20.06,10,23.72,,12.72,,0.0,G
1998-07-06,19.44,6,23.0,,12.89,,0.0,G
1998-07-07,18.22,7,21.0,*,15.0,*,0.0,B
1998-07-08,18.33,8,21.5,,14.89,,1.0,G
1998-07-09,18.33,10,22.0,,15.5,,6.3,G
1998-07-10,18.44,7,24.0,,13.72,,14.7,G
1998-07-11,19.56,9,24.5,,13.72,,0.8,G
1998-07-12,20.61,5,24.0,*,15.0,*,0.0,G
1998-07-13,20.94,8,25.28,,14.5,,1.0,B
1998-07-14,18.89,12,24.78,,14.5,,7.6,G
1998-07-15,18.44,11,23.0,*,12.78,*,13.7,G
1998-07-16,18.67,4,23.28,,12.72,,5.8,G
1998-07-17,20.83,7,23.0,*,17.0,*,0.0,G
1998-07-18,19.83,11,23.39,,13.0,,0.0,G
1998-07-19,19.39,11,23.78,,11.5,,6.6,G
1998-07-20,20.06,9,24.22,,11.5,,0.0,G
1998-07-21,19.78,9,23.11,,13.0,,0.0,G
1998-07-22,19.78,9,23.28,,14.22,,0.0,H
1998-07-23,19.5,9,23.89,,14.22,,0.0,G
1998-07-24,18.67,9,22.28,,15.78,,0.0,H
1998-07-25,19.89,8,22.0,*,14.0,*,3.8,G
1998-07-26,17.83,8,22.89,,13.72,,16.3,G
1998-07-27,22.17,5,29.0,*,15.5,*,24.4,G
1998-07-28,19.33,6,23.0,,14.0,,5.8,G
1998-07-29,20.22,9,29.22,,14.0,,0.0,G
1998-07-31,19.61,7,23.0,*,15.0,*,0.0,B
1998-08-01,19.06,6,23.89,,14.22,,2.5,G
1998-08-02,19.0,5,22.78,,14.22,,3.6,G
1998-08-03,19.17,7,23.0,,13.61,,0.0,G
1998-08-04,21.89,6,23.61,*,19.0,*,0.0,B
1998-08-05,22.61,6,23.0,*,20.5,*,0.0,I
