country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Panama,0.067,0.084,0.073,0.076,0.072,0.072,0.084,0.086,0.075,0.086,0.074,0.089,0.083,0.072,0.075,0.066,0.078,0.105,0.104,0.105,0.142,0.119,0.138,0.15,0.237,0.207,0.195,0.171,0.163,0.182,0.182,0.192,0.172,0.202,0.19,0.209,0.211,0.218,0.192,0.167,0.17,0.16,0.14,0.172,0.09,0.15,0.15,0.15,0.1,0.1,0.125,0.1,0.1,0.095,0.12,0.085,0.095,0.075,0.075,0.075,0.075,0.075,0.085,0.075,0.1,0.08
Papua New Guinea,0.033,0.054,0.077,0.107,0.141,0.175,0.209,0.21,0.296,0.424,0.401,0.448,0.619,0.608,0.543,0.588,0.802,0.655,0.818,0.776,0.88,0.917,0.648,0.925,0.775,0.86,0.756,1.1,1.175,1.092,0.964,0.841,1.03,1.019,1.139,1.002,1.089,1.076,1.351,1.387,1.041,1.063,1.085,0.813,1.0,1.265,0.81,0.97,1.035,1.085,0.865,1.4,0.825,0.855,0.81,0.75,1.115,0.81,0.965,0.825,0.7,0.775,0.875,0.98,0.84,0.95
Paraguay,0.04,0.044,0.103,0.119,0.099,0.106,0.065,0.061,0.067,0.049,0.027,0.062,0.115,0.026,0.126,0.135,0.035,0.066,0.138,0.031,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.06,0.07,0.05,0.045,0.04,0.034,0.066,0.02,0.046,0.02,0.026,0.052,0.026,0.035,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,0.598,0.67,0.827,0.8,0.872,0.826,0.789,0.952,0.94,0.951,1.114,0.947,1.087,0.949,0.875,0.881,0.947,1.05,1.13,1.265,1.17,1.1,1.1,1.27,1.15,1.25,1.2,1.02,1.4,1.4,1.17,1.15,1.19,1.022,1.453,1.811,1.583,1.82,1.98,2.571,2.824,2.55,2.76,2.87,3.55,2.42,4.4,2.8,4.0,3.3,4.1,5.2,4.3,4.25,2.9,3.5,4.225,4.375,4.39,3.925,3.369,4.2,3.475,3.912,3.7,4.2
Philippines,0.452,0.509,0.49,0.485,0.5,0.503,0.521,0.516,0.519,0.544,0.535,0.521,0.484,0.46,0.467,0.483,0.557,0.563,0.678,0.811,0.944,1.067,1.225,0.973,1.111,1.138,1.125,1.045,1.35,1.149,0.97,0.95,0.9,0.875,0.878,0.876,0.98,0.7,0.684,0.74,0.745,0.735,0.726,0.69,0.7,0.71,0.705,0.46,0.36,0.245,0.46,0.455,0.455,0.45,0.475,0.425,0.475,0.45,0.425,0.45,0.425,0.45,0.475,0.45,0.45,0.45
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,0.187,0.161,0.192,0.083,0.177,0.167,0.146,0.197,0.192,0.208,0.246,0.257,0.184,0.435,0.497,0.434,0.531,0.362,0.311,0.501,0.506,0.502,0.377,0.536,0.542,0.717,0.643,0.705,0.679,0.561,0.619,0.55,0.65,0.443,0.022,0.33,0.293,0.194,0.222,0.308,0.273,0.296,0.32,0.266,0.317,0.34,0.4,0.23,0.34,0.24,0.317,0.245,0.26,0.25,0.24,0.3,0.23,0.275,0.275,0.35,0.3,0.27,0.275,0.36,0.3,0.35
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,0.089,0.087,0.088,0.104,0.069,0.173,0.052,0.073,0.138,0.109,0.163,0.129,0.195,0.057,0.111,0.064,0.168,0.077,0.23,0.172,0.147,0.176,0.233,0.042,0.129,0.107,0.095,0.11,0.092,0.1,0.1,0.09,0.09,0.037,0.073,0.044,0.041,0.05,0.027,0.059,0.053,0.079,0.042,0.034,0.015,0.06,0.031,0.042,0.087,0.09,0.045,0.09,0.07,0.045,0.065,0.06,0.06,0.065,0.05,0.065,0.075,0.033,0.055,0.035,0.058,0.06
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka,0.006,0.008,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.018,0.032,0.043,0.04,0.046,0.055,0.047,0.05,0.054,0.064,0.058,0.085,0.078,0.025,0.07,0.075,0.07,0.075,0.075,0.05,0.054,0.042,0.036,0.037,0.058,0.046,0.041,0.043,0.032,0.034,0.037,0.032,0.034,0.032,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanzania,0.462,0.3,0.448,0.509,0.528,0.76,0.844,0.627,0.951,0.599,0.909,0.908,1.123,0.496,0.935,0.959,0.805,0.835,0.856,0.761,1.06,0.959,1.033,0.843,0.796,0.867,0.701,0.818,0.962,0.888,0.763,0.79,0.992,0.736,0.68,0.897,0.765,0.624,0.739,0.842,0.809,0.624,0.824,0.612,1.07,0.61,0.915,0.74,1.15,0.6,1.05,0.565,1.18,0.8,1.15,1.1,1.05,1.15,1.2,1.2,1.125,1.2,1.2,1.35,1.35,1.45
Thailand,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.01,0.019,0.028,0.037,0.067,0.082,0.102,0.105,0.124,0.125,0.152,0.201,0.277,0.324,0.364,0.47,0.527,0.427,0.592,1.025,0.8,0.785,1.0,1.175,1.275,1.399,1.317,1.403,1.293,0.916,1.273,1.692,0.715,0.732,0.827,0.884,1.0,0.85,0.9,0.8,0.9,1.0,1.0,1.0,1.0,1.0,0.7,0.8,0.7,0.65,0.7,0.6,0.65,0.7,0.75,0.9,0.9
Togo,0.167,0.196,0.119,0.28,0.144,0.249,0.058,0.173,0.277,0.232,0.213,0.103,0.19,0.238,0.115,0.151,0.177,0.082,0.105,0.182,0.165,0.225,0.284,0.275,0.215,0.275,0.26,0.29,0.3,0.215,0.161,0.432,0.086,0.195,0.176,0.085,0.29,0.222,0.321,0.263,0.197,0.112,0.068,0.144,0.166,0.14,0.18,0.255,0.185,0.436,0.615,0.56,0.2,0.165,0.175,0.12,0.08,0.13,0.095,0.1,0.085,0.08,0.11,0.075,0.09,0.085
Trinidad and Tobago,0.038,0.028,0.059,0.062,0.056,0.041,0.045,0.073,0.044,0.034,0.057,0.054,0.046,0.031,0.065,0.042,0.06,0.041,0.039,0.037,0.046,0.044,0.023,0.03,0.03,0.035,0.031,0.01,0.02,0.015,0.015,0.015,0.015,0.016,0.018,0.018,0.018,0.02,0.017,0.016,0.014,0.016,0.016,0.016,0.015,0.015,0.012,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,1.925,2.023,2.951,2.534,2.453,2.578,2.737,2.278,4.118,3.279,2.667,2.883,4.18,3.266,3.331,2.214,2.66,1.928,1.944,2.042,2.133,2.885,3.0,2.7,2.8,2.7,2.7,2.6,3.3,2.5,2.7,2.9,2.8,2.7,3.1,4.2,4.297,3.032,3.64,3.708,3.097,3.265,2.756,2.745,2.694,2.175,2.905,3.49,3.26,2.87,3.212,3.075,3.6,3.85,3.5,3.55,4.875,4.6,4.65,5.475,6.63,6.05,6.565,6.4,6.7,6.875
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,0.277,0.316,0.38,0.278,0.344,0.272,0.264,0.279,0.231,0.176,0.283,0.199,0.226,0.246,0.184,0.202,0.158,0.213,0.169,0.211,0.236,0.229,0.267,0.221,0.245,0.2,0.284,0.23,0.257,0.239,0.229,0.229,0.225,0.228,0.237,0.236,0.27,0.232,0.163,0.185,0.183,0.163,0.163,0.186,0.14,0.161,0.152,0.136,0.125,0.053,0.053,0.046,0.042,0.051,0.045,0.04,0.033,0.032,0.054,0.039,0.033,0.038,0.04,0.05,0.05,0.05
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela,0.902,0.714,0.874,0.872,0.786,0.907,0.898,0.687,0.898,0.973,0.936,0.965,0.846,1.083,1.06,0.923,0.656,1.061,1.011,1.031,1.109,1.107,0.791,1.025,1.213,0.96,1.169,1.331,1.127,1.075,0.843,1.35,0.75,0.92,0.92,1.067,0.843,1.38,1.25,0.88,1.027,1.065,0.92,0.825,0.8,0.82,0.862,0.996,1.0,0.725,0.625,0.7,0.73,0.7,0.46,0.5,0.53,0.575,0.585,0.55,0.48,0.5,0.5,0.5,0.5,0.5
Vietnam,0.076,0.066,0.066,0.06,0.066,0.076,0.086,0.066,0.066,0.066,0.056,0.051,0.056,0.056,0.06,0.054,0.093,0.091,0.084,0.14,0.077,0.077,0.083,0.069,0.206,0.314,0.454,0.579,0.922,0.985,1.2,1.98,2.25,2.5,3.5,3.917,5.75,7.0,7.5,11.01,15.333,12.833,11.167,15.0,14.5,16.335,19.5,18.0,16.98,18.5,19.415,26.0,26.5,29.833,27.4,28.93,26.7,29.3,30.4,31.3,29.0,31.58,28.3,27.55,29.0,30.8
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.065,0.065,0.05,0.07,0.07,0.075,0.188,0.186,0.189,0.198,0.192,0.193,0.171,0.189,0.2,0.15,0.15,0.15,0.145,0.135,0.14,0.135,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen (Sanaa),0.09,0.09,0.082,0.08,0.09,0.075,0.06,0.06,0.07,0.06,0.06,0.055,0.055,0.045,0.045,0.045,0.045,0.048,0.05,0.053,0.06,0.058,0.057,0.05,0.053,0.065,0.055,0.06,0.065,0.065,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.007,0.006,0.01,0.013,0.011,0.01,0.015,0.015,0.015,0.028,0.027,0.022,0.027,0.033,0.04,0.062,0.059,0.094,0.1,0.119,0.1,0.11,0.103,0.056,0.06,0.039,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimbabwe,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.007,0.011,0.015,0.021,0.027,0.033,0.049,0.077,0.077,0.071,0.077,0.068,0.094,0.082,0.117,0.147,0.18,0.188,0.2,0.25,0.175,0.225,0.208,0.201,0.078,0.012,0.106,0.131,0.174,0.13,0.149,0.125,0.109,0.121,0.11,0.092,0.12,0.066,0.045,0.031,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,65.341,75.87800000000001,67.78099999999999,65.295,52.61200000000001,82.10799999999999,63.29800000000001,70.68799999999999,63.214000000000006,69.623,59.202,73.59800000000001,77.06000000000002,65.717,82.65100000000002,72.97,61.162000000000006,70.72399999999999,79.01799999999999,81.90599999999999,86.17399999999998,98.023,81.90400000000001,88.80100000000002,90.362,95.74999999999999,79.394,103.17,94.16499999999998,96.95799999999998,100.18100000000001,104.06399999999998,92.959,92.406,97.042,88.946,103.786,97.68700000000001,108.953,114.164,117.21699999999998,111.62499999999997,127.29199999999999,111.282,121.94600000000001,117.883,134.04999999999998,124.388,136.75099999999998,129.77399999999997,141.40900000000002,144.837,158.01799999999997,160.05399999999997,153.796,152.429,161.07899999999998,159.814,175.856,169.03000000000003,176.549,165.04399999999998,164.389,169.345,175.316,178.848
EU-27 + UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
