dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
price_monthly_ico_other_milds,Other Milds,2012-05,184.65,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2012,3.480794701986755,4.576600441501103,4.076158940397351,3.8448123620309045,2.3593818984547457",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-05,174.17,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2012,3.480794701986755,4.576600441501103,4.076158940397351,3.8448123620309045,2.3593818984547457",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-05,106.88,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2012,3.480794701986755,4.576600441501103,4.076158940397351,3.8448123620309045,2.3593818984547457",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-06,145.31,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2012,3.207726269315673,4.076600441501103,3.7238410596026488,3.4474613686534212,2.333333333333333",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-06,184.67,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2012,3.207726269315673,4.076600441501103,3.7238410596026488,3.4474613686534212,2.333333333333333",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-06,168.69,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2012,3.207726269315673,4.076600441501103,3.7238410596026488,3.4474613686534212,2.333333333333333",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-06,156.17,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2012,3.207726269315673,4.076600441501103,3.7238410596026488,3.4474613686534212,2.333333333333333",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-06,105.70,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2012,3.207726269315673,4.076600441501103,3.7238410596026488,3.4474613686534212,2.333333333333333",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-07,159.07,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2012,3.5114790286975714,4.471523178807947,4.20419426048565,3.8847682119205293,2.3633554083885207",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-07,202.56,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2012,3.5114790286975714,4.471523178807947,4.20419426048565,3.8847682119205293,2.3633554083885207",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-07,190.45,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2012,3.5114790286975714,4.471523178807947,4.20419426048565,3.8847682119205293,2.3633554083885207",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-07,175.98,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2012,3.5114790286975714,4.471523178807947,4.20419426048565,3.8847682119205293,2.3633554083885207",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-07,107.06,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2012,3.5114790286975714,4.471523178807947,4.20419426048565,3.8847682119205293,2.3633554083885207",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-08,148.50,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2012,3.278145695364238,4.131125827814569,3.8591611479028693,3.533112582781457,2.351434878587196",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-08,187.14,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2012,3.278145695364238,4.131125827814569,3.8591611479028693,3.533112582781457,2.351434878587196",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-08,174.82,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2012,3.278145695364238,4.131125827814569,3.8591611479028693,3.533112582781457,2.351434878587196",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-08,160.05,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2012,3.278145695364238,4.131125827814569,3.8591611479028693,3.533112582781457,2.351434878587196",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-08,106.52,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2012,3.278145695364238,4.131125827814569,3.8591611479028693,3.533112582781457,2.351434878587196",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-09,151.28,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2012,3.3395143487858716,4.196467991169977,3.950993377483443,3.6761589403973507,2.3167770419426046",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-09,190.10,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2012,3.3395143487858716,4.196467991169977,3.950993377483443,3.6761589403973507,2.3167770419426046",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-09,178.98,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2012,3.3395143487858716,4.196467991169977,3.950993377483443,3.6761589403973507,2.3167770419426046",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-09,166.53,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2012,3.3395143487858716,4.196467991169977,3.950993377483443,3.6761589403973507,2.3167770419426046",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-09,104.95,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2012,3.3395143487858716,4.196467991169977,3.950993377483443,3.6761589403973507,2.3167770419426046",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-10,147.12,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2012,3.247682119205298,4.004194260485651,3.8260485651214124,3.55849889624724,2.3061810154525384",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-10,181.39,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2012,3.247682119205298,4.004194260485651,3.8260485651214124,3.55849889624724,2.3061810154525384",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-10,173.32,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2012,3.247682119205298,4.004194260485651,3.8260485651214124,3.55849889624724,2.3061810154525384",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-10,161.20,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2012,3.247682119205298,4.004194260485651,3.8260485651214124,3.55849889624724,2.3061810154525384",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-10,104.47,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2012,3.247682119205298,4.004194260485651,3.8260485651214124,3.55849889624724,2.3061810154525384",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-11,136.35,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2012,3.009933774834437,3.7545253863134658,3.530022075055187,3.2726269315673284,2.1560706401766003",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-11,170.08,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2012,3.009933774834437,3.7545253863134658,3.530022075055187,3.2726269315673284,2.1560706401766003",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-11,159.91,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2012,3.009933774834437,3.7545253863134658,3.530022075055187,3.2726269315673284,2.1560706401766003",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-11,148.25,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2012,3.009933774834437,3.7545253863134658,3.530022075055187,3.2726269315673284,2.1560706401766003",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-11,97.67,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2012,3.009933774834437,3.7545253863134658,3.530022075055187,3.2726269315673284,2.1560706401766003",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2012-12,131.31,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2012,2.8986754966887416,3.629139072847682,3.3717439293598233,3.1057395143487856,2.1322295805739513",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2012-12,164.40,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2012,2.8986754966887416,3.629139072847682,3.3717439293598233,3.1057395143487856,2.1322295805739513",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2012-12,152.74,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2012,2.8986754966887416,3.629139072847682,3.3717439293598233,3.1057395143487856,2.1322295805739513",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2012-12,140.69,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2012,2.8986754966887416,3.629139072847682,3.3717439293598233,3.1057395143487856,2.1322295805739513",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2012-12,96.59,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2012,2.8986754966887416,3.629139072847682,3.3717439293598233,3.1057395143487856,2.1322295805739513",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2013-01,135.38,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2013,2.9885209713024277,3.7348785871964676,3.4721854304635755,3.204635761589403,2.2006622516556287",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2013-01,169.19,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2013,2.9885209713024277,3.7348785871964676,3.4721854304635755,3.204635761589403,2.2006622516556287",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2013-01,157.29,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2013,2.9885209713024277,3.7348785871964676,3.4721854304635755,3.204635761589403,2.2006622516556287",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2013-01,145.17,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"01/2013,2.9885209713024277,3.7348785871964676,3.4721854304635755,3.204635761589403,2.2006622516556287",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
